1	1112705029	84
2	1112706006	77
3	1212705015	20
4	1312705031	38
5	1312705032	63
6	1312705043	65
7	1412705001	51
8	1412705012	67
9	1412705013	53
10	1412705020	48
11	1412705029	70
12	1412705031	69
13	1412705046	30
14	1412705051	46
15	1412705053	90
16	1412706001	62
17	1412706002	84
18	1412706003	52
19	1412706006	65
20	1412706007	79
21	1412706011	62
22	1412706016	1
23	1412706019	41
24	1412706020	69
25	1512705006	71
26	1512705016	35
27	1512705022	53
28	1512705024	63
29	1512705032	95
30	1512705034	80
31	1512705035	87
32	1512705045	66
